cocursodag,cobacia,noriocomp,peq_,qmld_,q90_,q95_,q7_10,peq_ih_,peq750_,sum
"7582998642","75829986423",sem nome,"0,0124191708","0,00329654295325","0,000527113594642","0,000302089327457","2,71534397648E-05","0,0052305794758","0",
"75829986424","75829986424",sem nome,"0,00540377927573","0,00143954351233","0,000227656428308","0,000127029884997","1,00110380488E-05","0,00229164856797","0",
"75829987872","75829987872",sem nome,"0,00627224740066","0,00167149238891","0,00026486419098","0,000148505212364","1,19843149041E-05","0,00265931265941","0",
"7582998786","7582998786",sem nome,"0,0105086000832","0,0028069379661","0,000447866647915","0,000255345317292","2,23735003146E-05","0,00445658086707","0",
"75829987894","75829987894",sem nome,"0,00441831789921","0,00117548685983","0,000185396397137","0,000102775339546","7,84319146317E-06","0,00187279944411","0",
"75829987892","75829987892",sem nome,"0,00400535362208","0,000985522931327","0,000155071199132","8,54771219073E-05","6,34311927287E-06","0,00157124859925","0",
"75829987842","75829987842",sem nome,"0,00988712812478","0,00263689038576","0,000420384474191","0,000239194128412","2,07514532012E-05","0,00418763744746","0",
"7582998784","75829987841",sem nome,"0,04365408383","0,0117050486687","0,00190346487432","0,00113638237758","0,000124900767666","0,0184788106184","0",
"7582998784","75829987843",sem nome,"0,0190656418347","0,00509414323472","0,000819281019522","0,000476167762375","4,58618223095E-05","0,00806881839482","0",
"758299878","7582998781",Córrego Gruta do Barreiro,"0,13245564767","0,0345831427354","0,00570557742536","0,00352738827064","0,000460441780742","0,0543616552804","0",
"758299878","7582998783",Córrego Gruta do Barreiro,"0,11439955066","0,0298690006215","0,00491822698532","0,00302628361051","0,000385948129836","0,0469788316722","0",
"758299878","7582998785",Córrego Gruta do Barreiro,"0,06907282011","0,0176340781723","0,00288332628337","0,0017442692243","0,000204599580868","0,027793624524","0",
"7582998","7582998931",Ribeirão Santana,"0,58662360495","0,148723121683","0,0250177018924","0,0162118599576","0,00266754449274","0,232426313664","0",
"7582998","7582998933",Ribeirão Santana,"0,57068254764","0,144475264728","0,0242937679793","0,015728033481","0,00257605803885","0,22581375331","0",
"75829987342","75829987342",sem nome,"0,00968448657471","0,00258025842118","0,000411237084808","0,000233825581609","2,02159141021E-05","0,00409805449708","0",
"7582998734","75829987341",sem nome,"0,02500166702","0,00665416513817","0,0010739891315","0,000629606027965","6,32668740848E-05","0,0105285990976","0",
"7582998734","75829987343",sem nome,"0,014378072986","0,00383730079459","0,000614822172654","0,000354085565965","3,26038300267E-05","0,00608491278813","0",
"7582998732","7582998732",sem nome,"0,0133978312031","0,00315494580948","0,000504177605665","0,000288535851259","2,57550729702E-05","0,00500678401893","0",
"7582998722","75829987223",sem nome,"0,00350645508927","0,000924529824145","0,000145350311033","7,99539395378E-05","5,87338914219E-06","0,00147438031758","0",
"7582998722","75829987221",sem nome,"0,00843047264","0,00222286517923","0,000353573895065","0,00020007446218","1,68933301645E-05","0,00353252591245","0",
"7582998984","75829989845",sem nome,"0,00972944657724","0,00227084396443","0,000361308208207","0,000204591882796","1,73334134196E-05","0,00360846598363","0",
"7582998984","75829989843",sem nome,"0,01967204","0,00462072941181","0,000742178458593","0,000430000784707","0,000040779010798","0,00732180103501","0",
"7582998834","7582998834",sem nome,"0,0130517702491","0,00315501629986","0,000504189020379","0,000288542591705","2,57557659716E-05","0,00500689543936","0",
"75829988264","75829988264",sem nome,"0,00292730481675","0,000681055627515","0,000106637639159","5,80835852162E-05","4,06474057684E-06","0,0010874254408","0",
"7582998828","7582998828",sem nome,"0,00626856061092","0,00166575461347","0,000263942901872","0,000147972248785","1,19347890111E-05","0,00265022023801","0",
"7582998836","7582998836",sem nome,"0,0111906202196","0,00283960366973","0,000453148483984","0,000258453113245","2,26874354419E-05","0,00450823665796","0",
"758299884","758299884",sem nome,"0,0154119986964","0,00354294824129","0,000567057441372","0,000325737595559","2,96160104156E-05","0,00561993476946","0",
"758299886","758299886",sem nome,"0,0179968711637","0,00435762694955","0,000699373074937","0,000404434944561","3,79992286323E-05","0,00690651195518","0",
"758299888","758299888",sem nome,"0,0182544084506","0,00437712391364","0,000702543972758","0,000406327116129","3,82040722015E-05","0,0069372899194","0",
"758299894","758299894",sem nome,"0,0449480694552","0,0114180184431","0,00185617465991","0,00110726280585","0,000121221549435","0,018027456061","0",
"7582998932","7582998932",sem nome,"0,00995601726922","0,00259097833218","0,000412968398333","0,000234841389873","2,03171041563E-05","0,00411501232249","0",
"7582998952","7582998952",sem nome,"0,0313645849717","0,00825623081963","0,00133639665595","0,000788907266361","8,20360131232E-05","0,0130522672396","0",
"758299896","7582998965",sem nome,"0,019839843504","0,00502757715488","0,000808433754184","0,000469664029993","4,51410743057E-05","0,00796379860293","0",
"758299896","7582998963",sem nome,"0,05301824268","0,0137245544286","0,00223660935436","0,00134214409514","0,000151290599654","0,0216532915765","0",
"758299896","7582998961",sem nome,"0,0755003188","0,0195025128485","0,00319310992495","0,00193795731116","0,000230981878454","0,0307262046447","0",
"7582998","75829983",Ribeirão Santana,"2,02191304693","0,518211033314","0,088632450929","0,0597946910563","0,0119948049488","0,805852881595","0","1"
"75829984","758299843",Córrego Corre Dona,"0,10717146624","0,0266886805289","0,00438797429161","0,00269022275114","0,000337013036655","0,0419955450071","0",
"75829984","758299845",Córrego Corre Dona,"0,0499823914356","0,0123768382334","0,0020142065814","0,00120466223766","0,000133583543747","0,0195350282316","0",
"75829988","7582998833",Córrego Quatro Alqueires,"0,18275963937","0,0443140670671","0,00733517076819","0,00457126754415","0,000620654116128","0,0695891074065","0",
"7582998244","75829982443",sem nome,"0,00395507639263","0,000768789981585","0,000120569159392","6,59289812797E-05","4,70336782055E-06","0,0012269169558","0",
"758299824","75829982431",sem nome,"0,04559901773","0,00964991593815","0,00156523268611","0,000928654686805","0,000098988661485","0,0152460748076","0",
"758299824","75829982433",sem nome,"0,03822025325","0,00811371877948","0,00131302451996","0,000774674981882","8,03337106424E-05","0,0128278590339","0",
"758299824","75829982451",sem nome,"0,02978246856","0,00641276283731","0,00103451750379","0,000605744179283","0,000060513099117","0,010148131041","0",
"758299824","75829982453",sem nome,"0,02575316504","0,00555133743988","0,000893832793028","0,0005209394102","5,08631607708E-05","0,00878997934746","0",
"758299824","7582998247",sem nome,"0,0194062403","0,00419501599425","0,000672934204021","0,000388668808174","3,62981216606E-05","0,00664979224064","0",
"758299824","7582998249",sem nome,"0,0133272686677","0,00297636585301","0,000475270737311","0,00027148207755","2,40097380484E-05","0,00472447966466","0",
"7582998234","7582998234",sem nome,"0,0110547859215","0,00289211368128","0,000461640709696","0,000263452292426","2,31936303595E-05","0,00459126822744","0",
"758299822","758299822",sem nome,"0,0117228534832","0,0028200538451","0,000449987304164","0,00025659295743","2,24994618394E-05","0,00447732190025","0",
"7582998252","7582998252",sem nome,"0,010538582376","0,00251257743965","0,000400308530871","0,000227416668836","1,95790367083E-05","0,00399098344145","0",
"7582998262","7582998262",sem nome,"0,00411902697492","0,00103252566946","0,000162567841415","8,97441120925E-05","6,70919947944E-06","0,00164588123672","0",
"7582998264","7582998264",sem nome,"0,00490538854983","0,00117935595568","0,000186014763682","0,000103129062997","7,87429163563E-06","0,00187893915866","0",
"7582998998","7582998998",sem nome,"0,0163065621165","0,00400275845939","0,000641692746881","0,000370064236593","3,43042230244E-05","0,00634621717738","0",
"75829989976","75829989976",sem nome,"0,0110112557472","0,00259782942914","0,000414074931077","0,000235490693466","2,03818195727E-05","0,00412584992528","0",
"75829989972","75829989972",sem nome,"0,0124192738232","0,00310860737403","0,00049667462501","0,000284106359392","2,53002000966E-05","0,00493353714131","0",
"75829989914","75829989914",sem nome,"0,0126921754371","0,00320397308217","0,000512117551784","0,000293225596786","2,62378282496E-05","0,0050842764645","0",
"7582998992","7582998992",sem nome,"0,0143189404838","0,0034181606158","0,000546823792167","0,000313751639264","2,83643529777E-05","0,0054227665873","0",
"7582998994","7582998994",sem nome,"0,0165875124615","0,00430506677643","0,000690825869958","0,000399335929583","3,74479428453E-05","0,00682353757566","0",
"75829989962","75829989962",sem nome,"0,00583410198425","0,00154385300846","0,000244379923516","0,000136669419169","1,08909795112E-05","0,00245701750936","0",
"7582998996","75829989961",sem nome,"0,02713442808","0,00717255860336","0,00115881511566","0,000680979303481","6,92489040044E-05","0,0113454427299","0",
"7582998996","75829989963",sem nome,"0,018287736953","0,00482768758761","0,00077587237299","0,000450157916737","4,29885438366E-05","0,00764840380993","0",
"75829989542","75829989542",sem nome,"0,00304310375348","0,000806310631743","0,000126533757764","0,000069296926312","4,98117047234E-06","0,00128655238362","0",
"7582998954","75829989541",sem nome,"0,01139722406","0,00302198555662","0,000482653089946","0,000275834278032","0,000024453615055","0,00479660286518","0",
"7582998954","75829989543",sem nome,"0,00534481395759","0,00141461841","0,000223662638464","0,000124731110068","9,8026603088E-06","0,0022521261722","0",
"75829989912","75829989912",sem nome,"0,0105635592129","0,00262956981645","0,000419201882303","0,000238499861458","2,06820929855E-05","0,00417605788109","0",
"758299898","75829989893",sem nome,"0,00504916567082","0,00130727623191","0,00020647394304","0,000114852717224","8,91395571182E-06","0,00208188713201","0",
"758299898","7582998981",sem nome,"0,10106072935","0,0237246779109","0,0038945444201","0,00237865750533","0,00029246577115","0,0373490818995","0",
"758299898","7582998983",sem nome,"0,08452956815","0,0192752073697","0,00315540111237","0,00191434717637","0,000227743626144","0,03036950194","0",
"758299898","7582998985",sem nome,"0,05177260208","0,011733151272","0,00190809580853","0,00113923518363","0,000125261992225","0,0185229995305","0",
"758299898","75829989873",sem nome,"0,01685132936","0,00381865155529","0,000611794463123","0,000352286504375","3,24130994269E-05","0,0060554575944","0",
"7582998826","75829988267",sem nome,"0,00610334864225","0,00161850460253","0,000256357797293","0,000143586552612","1,15282818038E-05","0,00257534027086","0",
"75829988262","75829988262",sem nome,"0,00263053994615","0,000697718393938","0,000109281804947","5,95702353379E-05","4,18480292027E-06","0,00111392331754","0",
"7582998826","75829988261",sem nome,"0,01845293617","0,0048248624884","0,000775412300122","0,000449882491115","4,29582500389E-05","0,0076439458732","0",
"7582998826","75829988263",sem nome,"0,01533522538","0,00399079037495","0,000639748608296","0,000368907422802","3,41807385128E-05","0,00632731765549","0",
"7582998826","75829988265",sem nome,"0,01179223438","0,0031397531669","0,000501717495781","0,000287083257509","2,56057857411E-05","0,00498276957787","0",
"75829988266","75829988266",sem nome,"0,00548473051112","0,00145879255044","0,000230741364023","0,000128806415033","1,01724688678E-05","0,00232216886728","0",
"7582998824","7582998824",sem nome,"0,00919932247778","0,00243350195198","0,00038754505966","0,000219938750091","1,88393703068E-05","0,0038658717548","0",
"75829988222","75829988222",sem nome,"0,0107772651078","0,00286071056531","0,00045656176527","0,000260462078646","2,28906774214E-05","0,00454161271054","0",
"7582998822","75829988221",sem nome,"0,03592300753","0,00957298417085","0,00155258877423","0,000920915273502","9,80390510523E-05","0,0151250107644","0",
"7582998822","75829988223",sem nome,"0,018894931937","0,00501601961726","0,000806550591499","0,000468535217513","4,50161322021E-05","0,00794556397657","0",
"758299882","7582998823",sem nome,"0,05734214668","0,015231973563","0,0024857106037","0,00149664640961","0,000171520397786","0,0240215882706","0",
"7582998642","75829986421",sem nome,"0,02330037069","0,00620763929898","0,00100099332269","0,000585500456027","5,81897281764E-05","0,00982479629883","0",
"75829986422","75829986422",sem nome,"0,00406097068634","0,00107981403332","0,000170114626393","9,40459747293E-05","7,08095672764E-06","0,00172095375331","0",
"7582998644","7582998644",sem nome,"0,0108478537429","0,00287246453579","0,000458462692783","0,000261581120855","2,30039914716E-05","0,00456019868202","0",
"758299864","7582998641",sem nome,"0,05303231385","0,0141623845985","0,00230892500641","0,00138694323093","0,000157121732135","0,0223412657145","0",
"758299864","7582998643",sem nome,"0,02361547243","0,00627519075142","0,00101203192846","0,000592163818389","5,89531561044E-05","0,00993128179073","0",
"758299864","7582998645",sem nome,"0,0122064568343","0,00323649701875","0,000517385683617","0,000296338509335","0,000026558915766","0,00513568114937","0",
"7582998694","7582998694",sem nome,"0,0150321650569","0,00381439266322","0,000611103058308","0,000351875712105","3,23695692857E-05","0,00604873088643","0",
"7582998736","7582998736",sem nome,"0,00738345846848","0,00168002748616","0,000266234711473","0,000149298164361","1,20580502712E-05","0,00267283765417","0",
"758299874","758299874",sem nome,"0,0282835381287","0,00674108413432","0,00108820593931","0,000638207432724","6,42634422279E-05","0,0106655763707","0",
"7582998662","7582998662",sem nome,"0,00358357820096","0,000953221416888","0,000149922055837","8,25500803883E-05","6,09358964519E-06","0,00151995091785","0",
"7582998664","7582998664",sem nome,"0,00519315732983","0,00138289268985","0,000218580531673","0,000121807805208","9,5385128089E-06","0,00220181638615","0",
"758299866","7582998661",sem nome,"0,03055287898","0,00818578684828","0,00132484308778","0,000781870810023","8,11938049973E-05","0,0129413437821","0",
"758299866","7582998663",sem nome,"0,01150977062","0,00307453852819","0,000491159248014","0,000280851633889","2,49666507979E-05","0,00487968195942","0",
"758299866","7582998665",sem nome,"0,00617443197148","0,00164514766154","0,000260634484513","0,000146058826632","1,17572070174E-05","0,00261756420131","0",
"7582998632","7582998632",sem nome,"0,0200605263463","0,00536642530496","0,00086367009575","0,000502810468781","4,88298205594E-05","0,00849833551677","0",
"758299862","7582998623",sem nome,"0,010368109735","0,00276697828358","0,000441406535621","0,000251545818718","2,19904805764E-05","0,00439338751278","0",
"7582998922","7582998922",sem nome,"0,0217780591104","0,00567528379979","0,000914058326481","0,000533106686154","5,22339019441E-05","0,0089854460967","0",
"7582998924","7582998924",sem nome,"0,0123749112413","0,0031833844524","0,000508783033443","0,000291255772705","2,60349136817E-05","0,00505173468118","0",
"75829982322","75829982322",sem nome,"0,00249842902946","0,000585896932711","0,000091554358689","4,96265309533E-05","3,39092792351E-06","0,000936048321697","0",
"7582998232","75829982321",sem nome,"0,00751808912","0,00160407937239","0,000254042680089","0,00014224877221","1,14046559513E-05","0,00255247800889","0",
"7582998232","75829982323",sem nome,"0,00370815452125","0,000747157111123","0,00011713196549","6,39905408272E-05","4,5444442797E-06","0,0011925283797","0",
"75829982432","75829982432",sem nome,"0,00259187456934","0,000538571824492","8,40648580235E-05","4,54432825882E-05","3,06385630043E-06","0,000860728640877","0",
"75829982442","75829982442",sem nome,"0,00314468992757","0,000639869758299","0,000100105713811","5,44161780357E-05","3,77057263949E-06","0,00102191861859","0",
"7582998244","75829982441",sem nome,"0,00829033671","0,00165372783474","0,000262011952701","0,000146855391565","1,18310924341E-05","0,00263116148169","0",
"758299862","7582998621",sem nome,"0,04583412956","0,0123020503548","0,00200187407109","0,00119705236161","0,00013261205384","0,0194174549025","0",
"7582998622","7582998622",sem nome,"0,00926820870283","0,00247278741229","0,000393885395352","0,000223652489926","1,92062396865E-05","0,00392803043038","0",
"75829986","758299861",Córrego da Canela,"0,34726158551","0,0912290256544","0,0152467191184","0,00972560437921","0,00148083206975","0,142851427405","0",
"75829986","7582998631",Córrego da Canela,"0,29992535193","0,0783746311325","0,0130719627306","0,00829762440744","0,00123331376554","0,122797513079","0",
"75829986","7582998633",Córrego da Canela,"0,23859889331","0,0617377248596","0,0102644666095","0,00646557719898","0,000925291942728","0,0968226832643","0",
"75829986","758299865",Córrego da Canela,"0,17789853544","0,0453642767095","0,00751135055381","0,00468460002527","0,000638410723172","0,0712316754704","0",
"75829986","758299867",Córrego da Canela,"0,14477991443","0,0363979994143","0,00600908538636","0,0037211608443","0,000489695111263","0,0572028042702","0",
